title,authors,abstract,published,category,pdf_url,saved_title
Scaling Behavior for Large Language Models regarding Numeral Systems: An Example using Pythia,"Zhejian Zhou, Jiayu Wang, Dahua Lin, Kai Chen","Though Large Language Models (LLMs) have shown remarkable abilities in
mathematics reasoning, they are still struggling with performing numeric
operations accurately, such as addition and multiplication. Numbers can be
tokenized into tokens in various ways by different LLMs and affect the numeric
operations performance. Currently, there are two representatives: 1) Tokenize
into $1$-digit, and 2) Tokenize into $1\sim 3$ digit. The difference is roughly
equivalent to using different numeral systems (namely base $10$ or base
$10^{3}$). In light of this, we study the scaling behavior of different numeral
systems in the context of transformer-based large language models. We
empirically show that a base $10$ system is consistently more data-efficient
than a base $10^{2}$ or $10^{3}$ system across training data scale, model sizes
under from-scratch training settings, while different number systems have very
similar fine-tuning performances. We attribute this to higher token frequencies
of a base $10$ system. Additionally, we reveal extrapolation behavior patterns
on addition and multiplication. We identify that base $100$ and base $1000$
systems struggle on token-level discernment and token-level operations. We also
sheds light on the mechanism learnt by the models.",2024-09-25 22:08:31+00:00,cs.CL,http://arxiv.org/pdf/2409.17391v2,Scaling_Behavior_for_Large_Language_Models_regarding_Numeral_Systems_An_Example_using_Pythia
Search for Efficient Large Language Models,"Xuan Shen, Pu Zhao, Yifan Gong, Zhenglun Kong, Zheng Zhan, Yushu Wu, Ming Lin, Chao Wu, Xue Lin, Yanzhi Wang","Large Language Models (LLMs) have long held sway in the realms of artificial
intelligence research. Numerous efficient techniques, including weight pruning,
quantization, and distillation, have been embraced to compress LLMs, targeting
memory reduction and inference acceleration, which underscore the redundancy in
LLMs. However, most model compression techniques concentrate on weight
optimization, overlooking the exploration of optimal architectures. Besides,
traditional architecture search methods, limited by the elevated complexity
with extensive parameters, struggle to demonstrate their effectiveness on LLMs.
In this paper, we propose a training-free architecture search framework to
identify optimal subnets that preserve the fundamental strengths of the
original LLMs while achieving inference acceleration. Furthermore, after
generating subnets that inherit specific weights from the original LLMs, we
introduce a reformation algorithm that utilizes the omitted weights to rectify
the inherited weights with a small amount of calibration data. Compared with
SOTA training-free structured pruning works that can generate smaller networks,
our method demonstrates superior performance across standard benchmarks.
Furthermore, our generated subnets can directly reduce the usage of GPU memory
and achieve inference acceleration.",2024-09-25 21:32:12+00:00,cs.AI,http://arxiv.org/pdf/2409.17372v1,Search_for_Efficient_Large_Language_Models
Internalizing ASR with Implicit Chain of Thought for Efficient Speech-to-Speech Conversational LLM,"Robin Shing-Hei Yuen, Timothy Tin-Long Tse, Jian Zhu","Current speech-based LLMs are predominantly trained on extensive ASR and TTS
datasets, excelling in tasks related to these domains. However, their ability
to handle direct speech-to-speech conversations remains notably constrained.
These models often rely on an ASR-to-TTS chain-of-thought pipeline, converting
speech into text for processing before generating audio responses, which
introduces latency and loses audio features. We propose a method that
implicitly internalizes ASR chain of thought into a speech LLM, enhancing its
native speech understanding capabilities. Our approach reduces latency and
improves the model's native understanding of speech, paving the way for more
efficient and natural real-time audio interactions. We also release a
large-scale synthetic conversational dataset to facilitate further research.",2024-09-25 20:59:12+00:00,cs.CL,http://arxiv.org/pdf/2409.17353v2,Internalizing_ASR_with_Implicit_Chain_of_Thought_for_Efficient_SpeechtoSpeech_Conversational_LLM
Navigating the Nuances: A Fine-grained Evaluation of Vision-Language Navigation,"Zehao Wang, Minye Wu, Yixin Cao, Yubo Ma, Meiqi Chen, Tinne Tuytelaars","This study presents a novel evaluation framework for the Vision-Language
Navigation (VLN) task. It aims to diagnose current models for various
instruction categories at a finer-grained level. The framework is structured
around the context-free grammar (CFG) of the task. The CFG serves as the basis
for the problem decomposition and the core premise of the instruction
categories design. We propose a semi-automatic method for CFG construction with
the help of Large-Language Models (LLMs). Then, we induct and generate data
spanning five principal instruction categories (i.e. direction change, landmark
recognition, region recognition, vertical movement, and numerical
comprehension). Our analysis of different models reveals notable performance
discrepancies and recurrent issues. The stagnation of numerical comprehension,
heavy selective biases over directional concepts, and other interesting
findings contribute to the development of future language-guided navigation
systems.",2024-09-25 19:49:39+00:00,cs.CV,http://arxiv.org/pdf/2409.17313v1,Navigating_the_Nuances_A_Finegrained_Evaluation_of_VisionLanguage_Navigation
Proof of Thought : Neurosymbolic Program Synthesis allows Robust and Interpretable Reasoning,"Debargha Ganguly, Srinivasan Iyengar, Vipin Chaudhary, Shivkumar Kalyanaraman","Large Language Models (LLMs) have revolutionized natural language processing,
yet they struggle with inconsistent reasoning, particularly in novel domains
and complex logical sequences. This research introduces Proof of Thought, a
framework that enhances the reliability and transparency of LLM outputs. Our
approach bridges LLM-generated ideas with formal logic verification, employing
a custom interpreter to convert LLM outputs into First Order Logic constructs
for theorem prover scrutiny. Central to our method is an intermediary
JSON-based Domain-Specific Language, which by design balances precise logical
structures with intuitive human concepts. This hybrid representation enables
both rigorous validation and accessible human comprehension of LLM reasoning
processes. Key contributions include a robust type system with sort management
for enhanced logical integrity, explicit representation of rules for clear
distinction between factual and inferential knowledge, and a flexible
architecture that allows for easy extension to various domain-specific
applications. We demonstrate Proof of Thought's effectiveness through
benchmarking on StrategyQA and a novel multimodal reasoning task, showing
improved performance in open-ended scenarios. By providing verifiable and
interpretable results, our technique addresses critical needs for AI system
accountability and sets a foundation for human-in-the-loop oversight in
high-stakes domains.",2024-09-25 18:35:45+00:00,cs.AI,http://arxiv.org/pdf/2409.17270v1,Proof_of_Thought__Neurosymbolic_Program_Synthesis_allows_Robust_and_Interpretable_Reasoning
AAPM: Large Language Model Agent-based Asset Pricing Models,"Junyan Cheng, Peter Chin","In this study, we propose a novel asset pricing approach, LLM Agent-based
Asset Pricing Models (AAPM), which fuses qualitative discretionary investment
analysis from LLM agents and quantitative manual financial economic factors to
predict excess asset returns. The experimental results show that our approach
outperforms machine learning-based asset pricing baselines in portfolio
optimization and asset pricing errors. Specifically, the Sharpe ratio and
average $|\alpha|$ for anomaly portfolios improved significantly by 9.6\% and
10.8\% respectively. In addition, we conducted extensive ablation studies on
our model and analysis of the data to reveal further insights into the proposed
method.",2024-09-25 18:27:35+00:00,cs.AI,http://arxiv.org/pdf/2409.17266v1,AAPM_Large_Language_Model_Agentbased_Asset_Pricing_Models
Attention Prompting on Image for Large Vision-Language Models,"Runpeng Yu, Weihao Yu, Xinchao Wang","Compared with Large Language Models (LLMs), Large Vision-Language Models
(LVLMs) can also accept images as input, thus showcasing more interesting
emergent capabilities and demonstrating impressive performance on various
vision-language tasks. Motivated by text prompting in LLMs, visual prompting
has been explored to enhance LVLMs' capabilities of perceiving visual
information. However, previous visual prompting techniques solely process
visual inputs without considering text queries, limiting the models' ability to
follow text instructions to complete tasks. To fill this gap, in this work, we
propose a new prompting technique named Attention Prompting on Image, which
just simply overlays a text-query-guided attention heatmap on the original
input image and effectively enhances LVLM on various tasks. Specifically, we
generate an attention heatmap for the input image dependent on the text query
with an auxiliary model like CLIP. Then the heatmap simply multiplies the pixel
values of the original image to obtain the actual input image for the LVLM.
Extensive experiments on various vison-language benchmarks verify the
effectiveness of our technique. For example, Attention Prompting on Image
improves LLaVA-1.5 by 3.8% and 2.9% on MM-Vet and LLaVA-Wild benchmarks,
respectively.",2024-09-25 17:59:13+00:00,cs.CV,http://arxiv.org/pdf/2409.17143v1,Attention_Prompting_on_Image_for_Large_VisionLanguage_Models
FineZip : Pushing the Limits of Large Language Models for Practical Lossless Text Compression,"Fazal Mittu, Yihuan Bu, Akshat Gupta, Ashok Devireddy, Alp Eren Ozdarendeli, Anant Singh, Gopala Anumanchipalli","While the language modeling objective has been shown to be deeply connected
with compression, it is surprising that modern LLMs are not employed in
practical text compression systems. In this paper, we provide an in-depth
analysis of neural network and transformer-based compression techniques to
answer this question. We compare traditional text compression systems with
neural network and LLM-based text compression methods. Although LLM-based
systems significantly outperform conventional compression methods, they are
highly impractical. Specifically, LLMZip, a recent text compression system
using Llama3-8B requires 9.5 days to compress just 10 MB of text, although with
huge improvements in compression ratios. To overcome this, we present FineZip -
a novel LLM-based text compression system that combines ideas of online
memorization and dynamic context to reduce the compression time immensely.
FineZip can compress the above corpus in approximately 4 hours compared to 9.5
days, a 54 times improvement over LLMZip and comparable performance. FineZip
outperforms traditional algorithmic compression methods with a large margin,
improving compression ratios by approximately 50\%. With this work, we take the
first step towards making lossless text compression with LLMs a reality. While
FineZip presents a significant step in that direction, LLMs are still not a
viable solution for large-scale text compression. We hope our work paves the
way for future research and innovation to solve this problem.",2024-09-25 17:58:35+00:00,cs.CL,http://arxiv.org/pdf/2409.17141v1,FineZip__Pushing_the_Limits_of_Large_Language_Models_for_Practical_Lossless_Text_Compression
Turn Every Application into an Agent: Towards Efficient Human-Agent-Computer Interaction with API-First LLM-Based Agents,"Junting Lu, Zhiyang Zhang, Fangkai Yang, Jue Zhang, Lu Wang, Chao Du, Qingwei Lin, Saravan Rajmohan, Dongmei Zhang, Qi Zhang","Multimodal large language models (MLLMs) have enabled LLM-based agents to
directly interact with application user interfaces (UIs), enhancing agents'
performance in complex tasks. However, these agents often suffer from high
latency and low reliability due to the extensive sequential UI interactions. To
address this issue, we propose AXIS, a novel LLM-based agents framework
prioritize actions through application programming interfaces (APIs) over UI
actions. This framework also facilitates the creation and expansion of APIs
through automated exploration of applications. Our experiments on Office Word
demonstrate that AXIS reduces task completion time by 65%-70% and cognitive
workload by 38%-53%, while maintaining accuracy of 97%-98% compare to humans.
Our work contributes to a new human-agent-computer interaction (HACI) framework
and a fresh UI design principle for application providers in the era of LLMs.
It also explores the possibility of turning every applications into agents,
paving the way towards an agent-centric operating system (Agent OS).",2024-09-25 17:58:08+00:00,cs.AI,http://arxiv.org/pdf/2409.17140v1,Turn_Every_Application_into_an_Agent_Towards_Efficient_HumanAgentComputer_Interaction_with_APIFirst_LLMBased_Agents
Plurals: A System for Guiding LLMs Via Simulated Social Ensembles,"Joshua Ashkinaze, Emily Fry, Narendra Edara, Eric Gilbert, Ceren Budak","Recent debates raised concerns that language models may favor certain
viewpoints. But what if the solution is not to aim for a 'view from nowhere'
but rather to leverage different viewpoints? We introduce Plurals, a system and
Python library for pluralistic AI deliberation. Plurals consists of Agents
(LLMs, optionally with personas) which deliberate within customizable
Structures, with Moderators overseeing deliberation. Plurals is a generator of
simulated social ensembles. Plurals integrates with government datasets to
create nationally representative personas, includes deliberation templates
inspired by democratic deliberation theory, and allows users to customize both
information-sharing structures and deliberation behavior within Structures. Six
case studies demonstrate fidelity to theoretical constructs and efficacy. Three
randomized experiments show simulated focus groups produced output resonant
with an online sample of the relevant audiences (chosen over zero-shot
generation in 75% of trials). Plurals is both a paradigm and a concrete system
for pluralistic AI. The Plurals library is available at
https://github.com/josh-ashkinaze/plurals and will be continually updated.",2024-09-25 17:38:39+00:00,cs.CL,http://arxiv.org/pdf/2409.17213v2,Plurals_A_System_for_Guiding_LLMs_Via_Simulated_Social_Ensembles
Programming Every Example: Lifting Pre-training Data Quality like Experts at Scale,"Fan Zhou, Zengzhi Wang, Qian Liu, Junlong Li, Pengfei Liu","Large language model pre-training has traditionally relied on human experts
to craft heuristics for improving the corpora quality, resulting in numerous
rules developed to date. However, these rules lack the flexibility to address
the unique characteristics of individual example effectively. Meanwhile,
applying tailored rules to every example is impractical for human experts. In
this paper, we demonstrate that even small language models, with as few as 0.3B
parameters, can exhibit substantial data refining capabilities comparable to
those of human experts. We introduce Programming Every Example (ProX), a novel
framework that treats data refinement as a programming task, enabling models to
refine corpora by generating and executing fine-grained operations, such as
string normalization, for each individual example at scale. Experimental
results show that models pre-trained on ProX-curated data outperform either
original data or data filtered by other selection methods by more than 2%
across various downstream benchmarks. Its effectiveness spans various model
sizes and pre-training corpora, including C4, RedPajama-V2, and FineWeb.
Furthermore, ProX exhibits significant potential in domain-specific continual
pre-training: without domain specific design, models trained on OpenWebMath
refined by ProX outperform human-crafted rule-based methods, improving average
accuracy by 7.6% over Mistral-7B, with 14.6% for Llama-2-7B and 20.3% for
CodeLlama-7B, all within 10B tokens to be comparable to models like Llemma-7B
trained on 200B tokens. Further analysis highlights that ProX significantly
saves training FLOPs, offering a promising path for efficient LLM
pre-training.We are open-sourcing ProX with >100B corpus, models, and sharing
all training and implementation details for reproducible research and future
innovation. Code: https://github.com/GAIR-NLP/ProX",2024-09-25 17:28:13+00:00,cs.CL,http://arxiv.org/pdf/2409.17115v1,Programming_Every_Example_Lifting_Pretraining_Data_Quality_like_Experts_at_Scale
Accumulator-Aware Post-Training Quantization,"Ian Colbert, Fabian Grob, Giuseppe Franco, Jinjie Zhang, Rayan Saab","Several recent studies have investigated low-precision accumulation,
reporting improvements in throughput, power, and area across various platforms.
However, the accompanying proposals have only considered the quantization-aware
training (QAT) paradigm, in which models are fine-tuned or trained from scratch
with quantization in the loop. As models continue to grow in size, QAT
techniques become increasingly more expensive, which has motivated the recent
surge in post-training quantization (PTQ) research. To the best of our
knowledge, ours marks the first formal study of accumulator-aware quantization
in the PTQ setting. To bridge this gap, we introduce AXE, a practical framework
of accumulator-aware extensions designed to endow overflow avoidance guarantees
to existing layer-wise PTQ algorithms. We theoretically motivate AXE and
demonstrate its flexibility by implementing it on top of two state-of-the-art
PTQ algorithms: GPFQ and OPTQ. We further generalize AXE to support multi-stage
accumulation for the first time, opening the door for full datapath
optimization and scaling to large language models (LLMs). We evaluate AXE
across image classification and language generation models, and observe
significant improvements in the trade-off between accumulator bit width and
model accuracy over baseline methods.",2024-09-25 16:58:35+00:00,cs.LG,http://arxiv.org/pdf/2409.17092v1,AccumulatorAware_PostTraining_Quantization
Enhancing Post-Hoc Attributions in Long Document Comprehension via Coarse Grained Answer Decomposition,"Pritika Ramu, Koustava Goswami, Apoorv Saxena, Balaji Vasan Srinivavsan","Accurately attributing answer text to its source document is crucial for
developing a reliable question-answering system. However, attribution for long
documents remains largely unexplored. Post-hoc attribution systems are designed
to map answer text back to the source document, yet the granularity of this
mapping has not been addressed. Furthermore, a critical question arises: What
exactly should be attributed? This involves identifying the specific
information units within an answer that require grounding. In this paper, we
propose and investigate a novel approach to the factual decomposition of
generated answers for attribution, employing template-based in-context
learning. To accomplish this, we utilize the question and integrate negative
sampling during few-shot in-context learning for decomposition. This approach
enhances the semantic understanding of both abstractive and extractive answers.
We examine the impact of answer decomposition by providing a thorough
examination of various attribution approaches, ranging from retrieval-based
techniques to LLM-based attributors.",2024-09-25 16:32:35+00:00,cs.CL,http://arxiv.org/pdf/2409.17073v2,Enhancing_PostHoc_Attributions_in_Long_Document_Comprehension_via_Coarse_Grained_Answer_Decomposition
VPTQ: Extreme Low-bit Vector Post-Training Quantization for Large Language Models,"Yifei Liu, Jicheng Wen, Yang Wang, Shengyu Ye, Li Lyna Zhang, Ting Cao, Cheng Li, Mao Yang","Scaling model size significantly challenges the deployment and inference of
Large Language Models (LLMs). Due to the redundancy in LLM weights, recent
research has focused on pushing weight-only quantization to extremely low-bit
(even down to 2 bits). It reduces memory requirements, optimizes storage costs,
and decreases memory bandwidth needs during inference. However, due to
numerical representation limitations, traditional scalar-based weight
quantization struggles to achieve such extreme low-bit. Recent research on
Vector Quantization (VQ) for LLMs has demonstrated the potential for extremely
low-bit model quantization by compressing vectors into indices using lookup
tables.
  In this paper, we introduce Vector Post-Training Quantization (VPTQ) for
extremely low-bit quantization of LLMs. We use Second-Order Optimization to
formulate the LLM VQ problem and guide our quantization algorithm design by
solving the optimization. We further refine the weights using
Channel-Independent Second-Order Optimization for a granular VQ. In addition,
by decomposing the optimization problem, we propose a brief and effective
codebook initialization algorithm. We also extend VPTQ to support residual and
outlier quantization, which enhances model accuracy and further compresses the
model. Our experimental results show that VPTQ reduces model quantization
perplexity by $0.01$-$0.34$ on LLaMA-2, $0.38$-$0.68$ on Mistral-7B,
$4.41$-$7.34$ on LLaMA-3 over SOTA at 2-bit, with an average accuracy
improvement of $0.79$-$1.5\%$ on LLaMA-2, $1\%$ on Mistral-7B, $11$-$22\%$ on
LLaMA-3 on QA tasks on average. We only utilize $10.4$-$18.6\%$ of the
quantization algorithm execution time, resulting in a $1.6$-$1.8\times$
increase in inference throughput compared to SOTA.",2024-09-25 16:25:45+00:00,cs.AI,http://arxiv.org/pdf/2409.17066v1,VPTQ_Extreme_Lowbit_Vector_PostTraining_Quantization_for_Large_Language_Models
Using LLM for Real-Time Transcription and Summarization of Doctor-Patient Interactions into ePuskesmas in Indonesia,"Azmul Asmar Irfan, Nur Ahmad Khatim, Mansur M. Arief","One of the key issues contributing to inefficiency in Puskesmas is the
time-consuming nature of doctor-patient interactions. Doctors need to conduct
thorough consultations, which include diagnosing the patient's condition,
providing treatment advice, and transcribing detailed notes into medical
records. In regions with diverse linguistic backgrounds, doctors often have to
ask clarifying questions, further prolonging the process. While diagnosing is
essential, transcription and summarization can often be automated using AI to
improve time efficiency and help doctors enhance care quality and enable early
diagnosis and intervention. This paper proposes a solution using a localized
large language model (LLM) to transcribe, translate, and summarize
doctor-patient conversations. We utilize the Whisper model for transcription
and GPT-3 to summarize them into the ePuskemas medical records format. This
system is implemented as an add-on to an existing web browser extension,
allowing doctors to fill out patient forms while talking. By leveraging this
solution for real-time transcription, translation, and summarization, doctors
can improve the turnaround time for patient care while enhancing the quality of
records, which become more detailed and insightful for future visits. This
innovation addresses challenges like overcrowded facilities and the
administrative burden on healthcare providers in Indonesia. We believe this
solution will help doctors save time, provide better care, and produce more
accurate medical records, representing a significant step toward modernizing
healthcare and ensuring patients receive timely, high-quality care, even in
resource-constrained settings.",2024-09-25 16:13:42+00:00,cs.AI,http://arxiv.org/pdf/2409.17054v1,Using_LLM_for_RealTime_Transcription_and_Summarization_of_DoctorPatient_Interactions_into_ePuskesmas_in_Indonesia
How to Connect Speech Foundation Models and Large Language Models? What Matters and What Does Not,"Francesco Verdini, Pierfrancesco Melucci, Stefano Perna, Francesco Cariaggi, Marco Gaido, Sara Papi, Szymon Mazurek, Marek Kasztelnik, Luisa Bentivogli, Sébastien Bratières, Paolo Merialdo, Simone Scardapane","The remarkable performance achieved by Large Language Models (LLM) has driven
research efforts to leverage them for a wide range of tasks and input
modalities. In speech-to-text (S2T) tasks, the emerging solution consists of
projecting the output of the encoder of a Speech Foundational Model (SFM) into
the LLM embedding space through an adapter module. However, no work has yet
investigated how much the downstream-task performance depends on each component
(SFM, adapter, LLM) nor whether the best design of the adapter depends on the
chosen SFM and LLM. To fill this gap, we evaluate the combination of 5 adapter
modules, 2 LLMs (Mistral and Llama), and 2 SFMs (Whisper and SeamlessM4T) on
two widespread S2T tasks, namely Automatic Speech Recognition and Speech
Translation. Our results demonstrate that the SFM plays a pivotal role in
downstream performance, while the adapter choice has moderate impact and
depends on the SFM and LLM.",2024-09-25 15:54:29+00:00,cs.CL,http://arxiv.org/pdf/2409.17044v1,How_to_Connect_Speech_Foundation_Models_and_Large_Language_Models_What_Matters_and_What_Does_Not
Counterfactual Token Generation in Large Language Models,"Ivi Chatzi, Nina Corvelo Benz, Eleni Straitouri, Stratis Tsirtsis, Manuel Gomez-Rodriguez","""Sure, I am happy to generate a story for you: Captain Lyra stood at the helm
of her trusty ship, the Maelstrom's Fury, gazing out at the endless sea. [...]
Lyra's eyes welled up with tears as she realized the bitter truth - she had
sacrificed everything for fleeting riches, and lost the love of her crew, her
family, and herself."" Although this story, generated by a large language model,
is captivating, one may wonder -- how would the story have unfolded if the
model had chosen ""Captain Maeve"" as the protagonist instead? We cannot know.
State-of-the-art large language models are stateless -- they maintain no
internal memory or state. Given a prompt, they generate a sequence of tokens as
an output using an autoregressive process. As a consequence, they cannot reason
about counterfactual alternatives to tokens they have generated in the past. In
this work, our goal is to enhance them with this functionality. To this end, we
develop a causal model of token generation that builds upon the Gumbel-Max
structural causal model. Our model allows any large language model to perform
counterfactual token generation at almost no cost in comparison with vanilla
token generation, it is embarrassingly simple to implement, and it does not
require any fine-tuning nor prompt engineering. We implement our model on Llama
3 8B-instruct and conduct both qualitative and quantitative analyses of
counterfactually generated text. We conclude with a demonstrative application
of counterfactual token generation for bias detection, unveiling interesting
insights about the model of the world constructed by large language models.",2024-09-25 15:30:24+00:00,cs.LG,http://arxiv.org/pdf/2409.17027v1,Counterfactual_Token_Generation_in_Large_Language_Models
LLM-CARD: Towards a Description and Landscape of Large Language Models,"Shengwei Tian, Lifeng Han, Erick Mendez Guzman, Goran Nenadic","With the rapid growth of the Natural Language Processing (NLP) field, a vast
variety of Large Language Models (LLMs) continue to emerge for diverse NLP
tasks. As an increasing number of papers are presented, researchers and
developers face the challenge of information overload. Thus, it is particularly
important to develop a system that can automatically extract and organise key
information about LLMs from academic papers (\textbf{LLM model card}). This
work is to develop such a pioneer system by using Named Entity Recognition
(\textbf{NER}) and Relation Extraction (\textbf{RE}) methods that automatically
extract key information about large language models from the papers, helping
researchers to efficiently access information about LLMs. These features
include model \textit{licence}, model \textit{name}, and model
\textit{application}. With these features, we can form a model card for each
paper. \textbf{Data-contribution} wise, 106 academic papers were processed by
defining three dictionaries - LLMs name, licence, and application. 11,051
sentences were extracted through dictionary lookup, and the dataset was
constructed through manual review of the final selection of 129 sentences that
have a link between the name and the licence, and 106 sentences that have a
link between the model name and the application.",2024-09-25 15:15:57+00:00,cs.CL,http://arxiv.org/pdf/2409.17011v1,LLMCARD_Towards_a_Description_and_Landscape_of_Large_Language_Models
INT-FlashAttention: Enabling Flash Attention for INT8 Quantization,"Shimao Chen, Zirui Liu, Zhiying Wu, Ce Zheng, Peizhuang Cong, Zihan Jiang, Yuhan Wu, Lei Su, Tong Yang","As the foundation of large language models (LLMs), self-attention module
faces the challenge of quadratic time and memory complexity with respect to
sequence length. FlashAttention accelerates attention computation and reduces
its memory usage by leveraging the GPU memory hierarchy. A promising research
direction is to integrate FlashAttention with quantization methods. This paper
introduces INT-FlashAttention, the first INT8 quantization architecture
compatible with the forward workflow of FlashAttention, which significantly
improves the inference speed of FlashAttention on Ampere GPUs. We implement our
INT-FlashAttention prototype with fully INT8 activations and general
matrix-multiplication (GEMM) kernels, making it the first attention operator
with fully INT8 input. As a general token-level post-training quantization
framework, INT-FlashAttention is also compatible with other data formats like
INT4, etc. Experimental results show INT-FlashAttention achieves 72% faster
inference speed and 82% smaller quantization error compared to standard
FlashAttention with FP16 and FP8 data format.",2024-09-25 15:02:25+00:00,cs.LG,http://arxiv.org/pdf/2409.16997v2,INTFlashAttention_Enabling_Flash_Attention_for_INT8_Quantization
Harnessing Diversity for Important Data Selection in Pretraining Large Language Models,"Chi Zhang, Huaping Zhong, Kuan Zhang, Chengliang Chai, Rui Wang, Xinlin Zhuang, Tianyi Bai, Jiantao Qiu, Lei Cao, Ye Yuan, Guoren Wang, Conghui He","Data selection is of great significance in pre-training large language
models, given the variation in quality within the large-scale available
training corpora. To achieve this, researchers are currently investigating the
use of data influence to measure the importance of data instances, $i.e.,$ a
high influence score indicates that incorporating this instance to the training
set is likely to enhance the model performance. Consequently, they select the
top-$k$ instances with the highest scores. However, this approach has several
limitations. (1) Computing the influence of all available data is
time-consuming. (2) The selected data instances are not diverse enough, which
may hinder the pre-trained model's ability to generalize effectively to various
downstream tasks. In this paper, we introduce \texttt{Quad}, a data selection
approach that considers both quality and diversity by using data influence to
achieve state-of-the-art pre-training results. In particular, noting that
attention layers capture extensive semantic details, we have adapted the
accelerated $iHVP$ computation methods for attention layers, enhancing our
ability to evaluate the influence of data, $i.e.,$ its quality. For the
diversity, \texttt{Quad} clusters the dataset into similar data instances
within each cluster and diverse instances across different clusters. For each
cluster, if we opt to select data from it, we take some samples to evaluate the
influence to prevent processing all instances. To determine which clusters to
select, we utilize the classic Multi-Armed Bandit method, treating each cluster
as an arm. This approach favors clusters with highly influential instances
(ensuring high quality) or clusters that have been selected less frequently
(ensuring diversity), thereby well balancing between quality and diversity.",2024-09-25 14:49:29+00:00,cs.AI,http://arxiv.org/pdf/2409.16986v1,Harnessing_Diversity_for_Important_Data_Selection_in_Pretraining_Large_Language_Models
AXCEL: Automated eXplainable Consistency Evaluation using LLMs,"P Aditya Sreekar, Sahil Verma, Suransh Chopra, Sarik Ghazarian, Abhishek Persad, Narayanan Sadagopan","Large Language Models (LLMs) are widely used in both industry and academia
for various tasks, yet evaluating the consistency of generated text responses
continues to be a challenge. Traditional metrics like ROUGE and BLEU show a
weak correlation with human judgment. More sophisticated metrics using Natural
Language Inference (NLI) have shown improved correlations but are complex to
implement, require domain-specific training due to poor cross-domain
generalization, and lack explainability. More recently, prompt-based metrics
using LLMs as evaluators have emerged; while they are easier to implement, they
still lack explainability and depend on task-specific prompts, which limits
their generalizability. This work introduces Automated eXplainable Consistency
Evaluation using LLMs (AXCEL), a prompt-based consistency metric which offers
explanations for the consistency scores by providing detailed reasoning and
pinpointing inconsistent text spans. AXCEL is also a generalizable metric which
can be adopted to multiple tasks without changing the prompt. AXCEL outperforms
both non-prompt and prompt-based state-of-the-art (SOTA) metrics in detecting
inconsistencies across summarization by 8.7%, free text generation by 6.2%, and
data-to-text conversion tasks by 29.4%. We also evaluate the influence of
underlying LLMs on prompt based metric performance and recalibrate the SOTA
prompt-based metrics with the latest LLMs for fair comparison. Further, we show
that AXCEL demonstrates strong performance using open source LLMs.",2024-09-25 14:45:52+00:00,cs.AI,http://arxiv.org/pdf/2409.16984v1,AXCEL_Automated_eXplainable_Consistency_Evaluation_using_LLMs
"Decoding Large-Language Models: A Systematic Overview of Socio-Technical Impacts, Constraints, and Emerging Questions","Zeyneb N. Kaya, Souvick Ghosh","There have been rapid advancements in the capabilities of large language
models (LLMs) in recent years, greatly revolutionizing the field of natural
language processing (NLP) and artificial intelligence (AI) to understand and
interact with human language. Therefore, in this work, we conduct a systematic
investigation of the literature to identify the prominent themes and directions
of LLM developments, impacts, and limitations. Our findings illustrate the
aims, methodologies, limitations, and future directions of LLM research. It
includes responsible development considerations, algorithmic improvements,
ethical challenges, and societal implications of LLM development. Overall, this
paper provides a rigorous and comprehensive overview of current research in LLM
and identifies potential directions for future development. The article
highlights the application areas that could have a positive impact on society
along with the ethical considerations.",2024-09-25 14:36:30+00:00,cs.CL,http://arxiv.org/pdf/2409.16974v1,Decoding_LargeLanguage_Models_A_Systematic_Overview_of_SocioTechnical_Impacts_Constraints_and_Emerging_Questions
Adaptive Self-Supervised Learning Strategies for Dynamic On-Device LLM Personalization,"Rafael Mendoza, Isabella Cruz, Richard Liu, Aarav Deshmukh, David Williams, Jesscia Peng, Rohan Iyer","Large language models (LLMs) have revolutionized how we interact with
technology, but their personalization to individual user preferences remains a
significant challenge, particularly in on-device applications. Traditional
methods often depend heavily on labeled datasets and can be resource-intensive.
To address these issues, we present Adaptive Self-Supervised Learning
Strategies (ASLS), which utilizes self-supervised learning techniques to
personalize LLMs dynamically. The framework comprises a user profiling layer
for collecting interaction data and a neural adaptation layer for real-time
model fine-tuning. This innovative approach enables continuous learning from
user feedback, allowing the model to generate responses that align closely with
user-specific contexts. The adaptive mechanisms of ASLS minimize computational
demands and enhance personalization efficiency. Experimental results across
various user scenarios illustrate the superior performance of ASLS in boosting
user engagement and satisfaction, highlighting its potential to redefine LLMs
as highly responsive and context-aware systems on-device.",2024-09-25 14:35:06+00:00,cs.CL,http://arxiv.org/pdf/2409.16973v1,Adaptive_SelfSupervised_Learning_Strategies_for_Dynamic_OnDevice_LLM_Personalization
